filename,T_max_chip,Q_total,rho_solid
synthetic_000.png,1.0,0.09281477332115173,0.455902099609375
synthetic_001.png,1.0,0.06755481660366058,0.2460174560546875
synthetic_002.png,1.0,0.08519722521305084,0.3809661865234375
synthetic_003.png,1.0,0.09451010823249817,0.3887786865234375
synthetic_004.png,1.0,0.07970735430717468,0.3574676513671875
synthetic_005.png,1.0,0.07941354811191559,0.3149566650390625
synthetic_006.png,1.0,0.09816163033246994,0.394012451171875
synthetic_007.png,1.0,0.09894411265850067,0.404296875
synthetic_008.png,1.0,0.10129059851169586,0.4348602294921875
synthetic_009.png,1.0,0.09478412568569183,0.434600830078125
synthetic_010.png,1.0,0.11471115797758102,0.4351043701171875
synthetic_011.png,1.0,0.10647754371166229,0.4669342041015625
synthetic_012.png,1.0,0.10333994030952454,0.417999267578125
synthetic_013.png,1.0,0.10212536156177521,0.3827056884765625
synthetic_014.png,1.0,0.08922652900218964,0.3837738037109375
synthetic_015.png,1.0,0.11708886176347733,0.4667816162109375
synthetic_016.png,1.0,0.08499491959810257,0.3978118896484375
synthetic_017.png,1.0,0.06987491250038147,0.271270751953125
synthetic_018.png,1.0,0.09629610180854797,0.4338531494140625
synthetic_019.png,1.0,0.09993227571249008,0.416290283203125
synthetic_020.png,1.0,0.11847738921642303,0.466796875
synthetic_021.png,1.0,0.09084345400333405,0.3766632080078125
synthetic_022.png,1.0,0.09964415431022644,0.4418487548828125
synthetic_023.png,1.0,0.09465391933917999,0.4185943603515625
synthetic_024.png,1.0,0.06637689471244812,0.216339111328125
synthetic_025.png,1.0,0.11295131593942642,0.4847259521484375
synthetic_026.png,1.0,0.09774249792098999,0.4141693115234375
synthetic_027.png,1.0,0.08384637534618378,0.3812408447265625
synthetic_028.png,1.0,0.06799107044935226,0.2975921630859375
synthetic_029.png,1.0,0.1071186512708664,0.436676025390625
synthetic_030.png,1.0,0.10621270537376404,0.441558837890625
synthetic_031.png,1.0,0.09275290369987488,0.397705078125
synthetic_032.png,1.0,0.08470581471920013,0.3427581787109375
synthetic_033.png,1.0,0.055835455656051636,0.103912353515625
synthetic_034.png,1.0,0.12093652039766312,0.460205078125
synthetic_035.png,1.0,0.054342493414878845,0.0875701904296875
synthetic_036.png,1.0,0.0900220051407814,0.418609619140625
synthetic_037.png,1.0,0.07646572589874268,0.285003662109375
synthetic_038.png,1.0,0.0840044915676117,0.3951568603515625
synthetic_039.png,1.0,0.10749368369579315,0.4538421630859375
synthetic_040.png,1.0,0.10507889091968536,0.415863037109375
synthetic_041.png,1.0,0.10540495812892914,0.400421142578125
synthetic_042.png,1.0,0.10585478693246841,0.468841552734375
synthetic_043.png,1.0,0.11659007519483566,0.45745849609375
synthetic_044.png,1.0,0.12700514495372772,0.52996826171875
synthetic_045.png,1.0,0.10055152326822281,0.4595947265625
synthetic_046.png,1.0,0.09355407953262329,0.397369384765625
synthetic_047.png,1.0,0.08618254959583282,0.3722076416015625
synthetic_048.png,1.0,0.10837126523256302,0.445526123046875
synthetic_049.png,1.0,0.09760063886642456,0.4414215087890625
synthetic_050.png,1.0,0.08516828715801239,0.3569793701171875
synthetic_051.png,1.0,0.05941379815340042,0.1648406982421875
synthetic_052.png,1.0,0.08901293575763702,0.3642578125
synthetic_053.png,1.0,0.08780726790428162,0.3214263916015625
synthetic_054.png,1.0,0.06818347424268723,0.2091522216796875
synthetic_055.png,1.0,0.09251795709133148,0.4249267578125
synthetic_056.png,1.0,0.06719478964805603,0.1984405517578125
synthetic_057.png,1.0,0.09698358178138733,0.4438629150390625
synthetic_058.png,1.0,0.06347724050283432,0.2307281494140625
synthetic_059.png,1.0,0.07932214438915253,0.3623809814453125
synthetic_060.png,1.0,0.10077287256717682,0.4713897705078125
synthetic_061.png,1.0,0.100899338722229,0.4589996337890625
synthetic_062.png,1.0,0.11188825964927673,0.4728851318359375
synthetic_063.png,1.0,0.10378959774971008,0.435394287109375
synthetic_064.png,1.0,0.11791504174470901,0.514617919921875
synthetic_065.png,1.0,0.06375253200531006,0.242828369140625
synthetic_066.png,1.0,0.10344359278678894,0.415252685546875
synthetic_067.png,1.0,0.05954452231526375,0.15802001953125
synthetic_068.png,1.0,0.10327973961830139,0.4885406494140625
synthetic_069.png,1.0,0.07187148928642273,0.2794036865234375
synthetic_070.png,1.0,0.14229793846607208,0.5786895751953125
synthetic_071.png,1.0,0.0947965681552887,0.5145111083984375
synthetic_072.png,1.0,0.12969964742660522,0.5297698974609375
synthetic_073.png,1.0,0.09641437977552414,0.420074462890625
synthetic_074.png,1.0,0.11720170080661774,0.43353271484375
synthetic_075.png,1.0,0.08816894143819809,0.4226837158203125
synthetic_076.png,1.0,0.09902430325746536,0.4447479248046875
synthetic_077.png,1.0,0.09209174662828445,0.403900146484375
synthetic_078.png,1.0,0.13241812586784363,0.54425048828125
synthetic_079.png,1.0,0.10096162557601929,0.448760986328125
synthetic_080.png,1.0,0.11087251454591751,0.4726409912109375
synthetic_081.png,1.0,0.1265360414981842,0.510986328125
synthetic_082.png,1.0,0.10417480766773224,0.4772491455078125
synthetic_083.png,1.0,0.07010989636182785,0.2394561767578125
synthetic_084.png,1.0,0.11253741383552551,0.497344970703125
synthetic_085.png,1.0,0.05559865012764931,0.113006591796875
synthetic_086.png,1.0,0.1136050820350647,0.49755859375
synthetic_087.png,1.0,0.10007062554359436,0.419464111328125
synthetic_088.png,1.0,0.08383303135633469,0.379364013671875
synthetic_089.png,1.0,0.11237408965826035,0.490631103515625
synthetic_090.png,1.0,0.1008133664727211,0.4790191650390625
synthetic_091.png,1.0,0.11791552603244781,0.4985809326171875
synthetic_092.png,1.0,0.11895959079265594,0.4999542236328125
synthetic_093.png,1.0,0.10840258747339249,0.458343505859375
synthetic_094.png,1.0,0.1249125748872757,0.5631561279296875
synthetic_095.png,1.0,0.07418970763683319,0.281158447265625
synthetic_096.png,1.0,0.08681173622608185,0.39288330078125
synthetic_097.png,1.0,0.08994179964065552,0.3693695068359375
synthetic_098.png,1.0,0.1454179584980011,0.6094512939453125
synthetic_099.png,1.0,0.05308128893375397,0.075836181640625
synthetic_100.png,1.0,0.1018817201256752,0.43536376953125
synthetic_101.png,1.0,0.10147807002067566,0.4385223388671875
synthetic_102.png,1.0,0.12691998481750488,0.50567626953125
synthetic_103.png,1.0,0.1064506247639656,0.4694061279296875
synthetic_104.png,1.0,0.09718407690525055,0.42791748046875
synthetic_105.png,1.0,0.11490433663129807,0.482757568359375
synthetic_106.png,1.0,0.07956354320049286,0.3130340576171875
synthetic_107.png,1.0,0.11905644088983536,0.500640869140625
synthetic_108.png,1.0,0.10138856619596481,0.4150848388671875
synthetic_109.png,1.0,0.12809370458126068,0.5604705810546875
synthetic_110.png,1.0,0.0841381847858429,0.3274688720703125
synthetic_111.png,1.0,0.09652270376682281,0.427032470703125
synthetic_112.png,1.0,0.05538228899240494,0.10528564453125
synthetic_113.png,1.0,0.12656785547733307,0.51190185546875
synthetic_114.png,1.0,0.10409457236528397,0.4517669677734375
synthetic_115.png,1.0,0.07767727971076965,0.2755584716796875
synthetic_116.png,1.0,0.1257394701242447,0.534698486328125
synthetic_117.png,1.0,0.1305096298456192,0.55047607421875
synthetic_118.png,1.0,0.06932906061410904,0.2979583740234375
synthetic_119.png,1.0,0.11119719594717026,0.5146026611328125
synthetic_120.png,1.0,0.11917698383331299,0.4984893798828125
synthetic_121.png,1.0,0.08909556269645691,0.4066009521484375
synthetic_122.png,1.0,0.09195862710475922,0.44805908203125
synthetic_123.png,1.0,0.11138395220041275,0.4824981689453125
synthetic_124.png,1.0,0.11654599010944366,0.49658203125
synthetic_125.png,1.0,0.11339092999696732,0.506103515625
synthetic_126.png,1.0,0.1001369059085846,0.4101409912109375
synthetic_127.png,1.0,0.10439550876617432,0.4828643798828125
